name,lat,lon
伊達紋別,42.469395,140.855802
北舟岡,42.450528,140.880259
稀府,42.425567,140.898836
黄金,42.386441,140.907781
崎守,42.373968,140.927141
本輪西,42.358734,140.977561
室蘭,42.317864,140.97571
母恋,42.317295,140.990018
御崎,42.329014,140.993881
輪西,42.333775,141.005743
東室蘭,42.349374,141.026411
鷲別,42.35953,141.042759
幌別,42.409782,141.107293
富浦,42.441957,141.156878
登別,42.45207,141.180931
虎杖浜,42.464695,141.215092
竹浦,42.49284,141.260395
北吉原,42.509119,141.286199
萩野,42.521159,141.30603
白老,42.55474,141.360054
社台,42.578682,141.417433
錦岡,42.6025,141.48722
糸井,42.6225,141.546187
青葉,42.62999,141.568278
苫小牧,42.639665,141.596837
苫小牧,42.639665,141.596837
沼ノ端,42.672057,141.693132
遠浅,42.729533,141.769568
早来,42.765237,141.814106
安平,42.814007,141.825283
追分,42.873316,141.810678
三川,42.945029,141.800778
古山,42.975256,141.793969
由仁,43.012206,141.785868
栗山,43.058164,141.775603
栗丘,43.085444,141.744333
栗沢,43.120367,141.739743
志文,43.158903,141.744443
岩見沢,43.204201,141.759359
滝川,43.555278,141.900807
東滝川,43.574037,141.98031
赤平,43.555144,142.048669
茂尻,43.537314,142.082156
平岸,43.541401,142.123872
芦別,43.516636,142.184543
上芦別,43.48871,142.210855
野花南,43.474418,142.261772
島ノ下,43.3744,142.350406
富良野,43.347114,142.391374
布部,43.291991,142.400595
山部,43.244645,142.381522
下金山,43.197328,142.415402
金山,43.136115,142.416201
東鹿越,43.164011,142.523472
幾寅,43.161582,142.569474
落合,43.125055,142.669104
新得,43.082501,142.832432
新得,43.082501,142.832432
十勝清水,43.012892,142.879535
羽帯,42.957499,142.906646
御影,42.942418,142.935739
芽室,42.909846,143.047991
大成,42.91605619,143.0696659
西帯広,42.923941,143.126351
柏林台,42.928877,143.1645
帯広,42.917997,143.20195
札内,42.912697,143.256248
稲士別,42.903963,143.297528
幕別,42.90784,143.359293
利別,42.934706,143.424445
池田,42.922186,143.453033
十弗,42.855781,143.500797
豊頃,42.817548,143.538615
新吉野,42.778238,143.60826
浦幌,42.810849,143.651568
上厚内,42.831881,143.749788
厚内,42.809539,143.814389
直別,42.852205,143.863607
尺別,42.869163,143.904331
音別,42.888997,143.932442
古瀬,42.947893,144.008589
白糠,42.956161,144.076879
西庶路,42.976138,144.129826
庶路,42.983601,144.150018
大楽毛,43.009078,144.273879
新大楽毛,43.009423,144.295558
新富士,43.001605,144.350758
釧路,42.990584,144.381983
釧路,42.990584,144.381983
東釧路,42.995207,144.411307
武佐,42.991364,144.426681
別保,42.994384,144.469596
上尾幌,43.032893,144.61239
尾幌,43.018463,144.703758
門静,43.057581,144.782638
厚岸,43.056248,144.841355
糸魚沢,43.103506,144.92545
茶内,43.129266,145.02801
浜中,43.15754,145.099657
姉別,43.196201,145.194716
厚床,43.228224,145.252096
初田牛,43.204542,145.32277
別当賀,43.218427,145.423593
落石,43.198335,145.519449
昆布盛,43.228593,145.542444
西和田,43.268043,145.541817
花咲,43.295388,145.575045
東根室,43.323655,145.597234
根室,43.326923,145.582707
苫小牧,42.639665,141.596837
沼ノ端,42.672057,141.693132
植苗,42.713645,141.735344
美々,42.777418,141.711387
新千歳空港,42.787546,141.680823
南千歳,42.80804,141.675388
千歳,42.82811,141.651934
長都,42.852178,141.622987
サッポロビール庭園,42.866812,141.605616
恵庭,42.883076,141.586234
恵み野,42.902704,141.574429
島松,42.922504,141.573117
北広島,42.979239,141.563115
上野幌,43.016177,141.487317
新札幌,43.038732,141.47237
平和,43.04695,141.437967
白石,43.054715,141.413612
苗穂,43.068574,141.377522
札幌,43.068612,141.350768
南千歳,42.80804,141.675388
追分,42.873316,141.810678
東追分,42.902377,141.83228
川端,42.914721,141.894791
滝ノ上,42.910244,141.97628
十三里,42.914667,142.024478
新夕張,42.936611,142.03657
沼ノ沢,42.957586,142.030836
南清水沢,42.985272,142.006597
清水沢,42.99827,142.007285
鹿ノ谷,43.039447,141.964476
夕張,43.050926,141.967472
占冠,42.993088,142.400078
トマム,43.055913,142.610937
新得,43.082501,142.832432
苫小牧,42.639665,141.596837
勇払,42.632805,141.727667
浜厚真,42.606725,141.837071
浜田浦,42.590722,141.88362
鵡川,42.578953,141.923892
汐見,42.550235,141.945255
富川,42.516865,142.020855
日高門別,42.481237,142.072692
豊郷,42.470119,142.122493
清畠,42.455709,142.176624
厚賀,42.430507,142.215896
大狩部,42.395695,142.259355
節婦,42.38248,142.275541
新冠,42.360667,142.312585
静内,42.336559,142.360402
静内海水浴場,42.314084,142.400665
東静内,42.304416,142.450485
春立,42.268515,142.498943
日高東別,42.280837,142.521371
日高三石,42.247269,142.566859
蓬栄,42.264636,142.604517
本桐,42.248205,142.630455
荻伏,42.206136,142.689432
絵笛,42.198428,142.736134
浦河,42.168366,142.769976
東町,42.156037,142.788931
日高幌別,42.142338,142.834519
鵜苫,42.134449,142.882513
西様似,42.138411,142.908737
様似,42.127936,142.93596
札幌,43.068612,141.350768
桑園,43.070744,141.332036
八軒,43.085845,141.319145
新川,43.098604,141.323824
新琴似,43.112928,141.335105
太平,43.12401,141.349526
百合が原,43.131476,141.360672
篠路,43.145152,141.364323
拓北,43.155568,141.381013
あいの里教育大,43.15528,141.39842
あいの里公園,43.161206,141.413276
ロイズタウン,43.179589,141.436236
太美,43.189801,141.449066
当別,43.22208,141.513764
北海道医療大学,43.230925,141.54995
石狩金沢,43.245385,141.569239
本中小屋,43.28019,141.591661
中小屋,43.306846,141.602341
月ケ岡,43.324867,141.61807
知来乙,43.331545,141.649123
石狩月形,43.340869,141.670193
豊ケ岡,43.366645,141.714026
札比内,43.370926,141.742762
晩生内,43.399921,141.779211
札的,43.419153,141.803549
浦臼,43.430964,141.817376
鶴沼,43.457673,141.840637
於札内,43.473424,141.840102
南下徳富,43.485542,141.844454
下徳富,43.50271,141.855574
新十津川,43.545575,141.874172
深川,43.721021,142.041642
北一已,43.742021,142.014721
秩父別,43.769099,141.967757
北秩父別,43.789375,141.960915
石狩沼田,43.810032,141.934266
真布,43.832965,141.906756
恵比島,43.851296,141.88144
峠下,43.850789,141.818879
幌糠,43.855521,141.758418
藤山,43.88708,141.720588
大和田,43.913418,141.696528
留萌,43.942848,141.651433
瀬越,43.934987,141.634535
浜中海水浴場,43.930354,141.632835
礼受,43.904871,141.611358
阿分,43.894339,141.605598
信砂,43.874479,141.589039
舎熊,43.869113,141.580068
朱文別,43.860678,141.564328
箸別,43.859125,141.55164
増毛,43.856522,141.527559
旭川,43.763492,142.357803
神楽岡,43.745033,142.358257
緑が丘,43.731074,142.365701
西御料,43.720834,142.371507
西瑞穂,43.70242,142.381982
西神楽,43.682181,142.393677
西聖和,43.669047,142.415209
千代ケ岡,43.643737,142.451024
北美瑛,43.617884,142.479594
美瑛,43.591186,142.461639
美馬牛,43.537408,142.447192
上富良野,43.464046,142.468761
西中,43.429569,142.441876
ラベンダー畑,43.42065,142.434032
中富良野,43.405704,142.420812
鹿討,43.387499,142.404812
学田,43.366234,142.386118
富良野,43.347114,142.391374
旭川,43.763492,142.357803
旭川四条,43.764056,142.375815
新旭川,43.780174,142.384789
永山,43.814158,142.434382
北永山,43.826736,142.454493
南比布,43.853342,142.467271
比布,43.874478,142.471294
北比布,43.901728,142.476545
蘭留,43.925072,142.473699
塩狩,43.96794,142.4552
和寒,44.026932,142.415309
東六線,44.068723,142.388073
剣淵,44.09643,142.364754
北剣淵,44.139423,142.377955
士別,44.172536,142.388247
下士別,44.210583,142.396405
多寄,44.241296,142.396315
瑞穂,44.266349,142.396244
風連,44.292238,142.421624
名寄高校,44.330938813348,142.46548195769
名寄,44.349403,142.465207
日進,44.381713,142.467354
北星,44.441569,142.428116
智恵文,44.455553,142.414772
智北,44.46103,142.394007
南美深,44.462604,142.367822
美深,44.482951,142.350597
初野,44.512808,142.336129
紋穂内,44.538761,142.33357
恩根内,44.598486,142.309447
豊清水,44.639503,142.270342
天塩川温泉,44.665041,142.258682
咲来,44.692702,142.267569
音威子府,44.729448,142.259883
筬島,44.738883,142.197777
佐久,44.743986,142.048562
天塩中川,44.81186,142.075335
歌内,44.880493,142.052162
問寒別,44.91233,142.025562
糠南,44.920778,142.000931
雄信内,44.911735,141.935888
安牛,44.949809,141.894187
南幌延,44.965084,141.884892
上幌延,44.985787,141.880905
幌延,45.014503,141.84569
下沼,45.037146,141.758218
豊富,45.104624,141.772088
徳満,45.145838,141.751039
兜沼,45.220236,141.6972
勇知,45.259339,141.685151
抜海,45.316866,141.644576
南稚内,45.398166,141.683026
稚内,45.416995,141.676999
旭川,43.763492,142.357803
旭川四条,43.764056,142.375815
新旭川,43.780174,142.384789
南永山,43.78055,142.40853
東旭川,43.776571,142.441544
北日ノ出,43.781813,142.466127
桜岡,43.801812,142.486968
当麻,43.825477,142.516987
将軍山,43.857455,142.521559
伊香牛,43.876025,142.525227
愛別,43.898635,142.582176
中愛別,43.896216,142.655424
愛山,43.866442,142.680699
安足間,43.852011,142.693868
東雲,43.843693,142.716544
上川,43.848508,142.766895
上白滝,43.876501,143.1444
白滝,43.884435,143.180795
旧白滝,43.919905,143.236729
下白滝,43.944553,143.276088
丸瀬布,44.006354,143.335817
瀬戸瀬,44.008753,143.420937
遠軽,44.060278,143.520667
安国,43.993322,143.535762
生野,43.959928,143.532945
生田原,43.923674,143.534627
金華,43.803484,143.57114
西留辺蘂,43.785345,143.603257
留辺蘂,43.785534,143.621394
相内,43.795948,143.756449
東相内,43.805466,143.809499
西北見,43.803114,143.841586
北見,43.805504,143.898167
柏陽,43.824911,143.916737
愛し野,43.841426,143.932962
端野,43.851172,143.942336
緋牛内,43.880431,143.999887
美幌,43.836967,144.10563
西女満別,43.880057,144.148372
女満別,43.915886,144.170665
呼人,43.963695,144.218945
網走,44.019873,144.254156
網走,44.019873,144.254156
桂台,44.016913,144.273223
鱒浦,43.982481,144.296526
藻琴,43.968358,144.320079
北浜,43.958549,144.352541
原生花園,43.941033,144.41443
浜小清水,43.934077,144.453187
止別,43.921558,144.519818
知床斜里,43.910749,144.661647
中斜里,43.874608,144.659033
南斜里,43.867531,144.63431
清里町,43.83871,144.593948
札弦,43.786574,144.531526
緑,43.718282,144.505499
川湯温泉,43.616258,144.457749
美留和,43.555316,144.437656
摩周,43.487373,144.463981
南弟子屈,43.428656,144.514729
磯分内,43.379389,144.554322
標茶,43.298472,144.608434
五十石,43.238771,144.545558
茅沼,43.202097,144.503788
塘路,43.151739,144.496817
細岡,43.105055,144.469683
釧路湿原,43.100647,144.447799
遠矢,43.047878,144.458367
東釧路,42.995207,144.411307
釧路,42.990584,144.381983
中小国,41.051702,140.596798
奥津軽いまべつ,41.145083,140.515444
竜飛海底,41.257228,140.347946
吉岡海底,41.442162,140.239354
知内,41.601092,140.33494
木古内,41.677642,140.434004
江差,41.856727,140.127933
上ノ国,41.805567,140.124106
中須田,41.787214,140.149321
桂岡,41.773096,140.166071
宮越,41.762404,140.184998
湯ノ岱,41.750312,140.243698
神明,41.734481,140.265709
吉堀,41.684059,140.379226
渡島鶴岡,41.671014,140.41137
木古内,41.677642,140.434004
札苅,41.699271,140.468097
泉沢,41.700867,140.506797
釜谷,41.712153,140.53718
渡島当別,41.737309,140.579109
茂辺地,41.766604,140.600561
上磯,41.81956,140.640599
清川口,41.824615,140.652906
久根別,41.826727,140.666468
東久根別,41.826005,140.679731
七重浜,41.817643,140.707957
五稜郭,41.803557,140.733539
函館,41.773709,140.726413
八戸,40.5092,141.431499
新庄,38.76256,140.306064
泉田,38.811758,140.310039
羽前豊里,38.836748,140.242247
真室川,38.858243,140.254814
釜淵,38.93281,140.263864
大滝,38.971485,140.320199
及位,38.992983,140.361164
院内,39.049706,140.4138
横堀,39.064533,140.45131
三関,39.110196,140.483796
上湯沢,39.134221,140.485262
湯沢,39.163443,140.487011
下湯沢,39.197196,140.50249
十文字,39.221186,140.526287
醍醐,39.248716,140.53853
柳田,39.276385,140.553856
横手,39.310146,140.5604
後三年,39.364891,140.538397
飯詰,39.406013,140.515378
大曲,39.465712,140.479628
神宮寺,39.494841,140.426518
刈和野,39.547646,140.372402
峰吉川,39.566586,140.32314
羽後境,39.618679,140.320722
大張野,39.663347,140.274071
和田,39.65087,140.218754
四ツ小屋,39.661341,140.144946
秋田,39.716748,140.129931
泉外旭川,39.73835,140.112181
土崎,39.758453,140.073601
上飯島,39.779336,140.06847
追分,39.809925,140.05781
大久保,39.87089,140.063079
羽後飯塚,39.898981,140.0733
井川さくら,39.911925,140.076022
八郎潟,39.947366,140.078382
鯉川,39.996361,140.077474
鹿渡,40.044619,140.082621
森岳,40.103164,140.070886
北金岡,40.141895,140.063565
東能代,40.191579,140.065746
鶴形,40.203879,140.118507
富根,40.217956,140.172643
二ツ井,40.212506,140.235729
前山,40.214785,140.312378
鷹ノ巣,40.232059,140.369816
糠沢,40.251094,140.397827
早口,40.271315,140.447572
下川沿,40.276408,140.496625
大館,40.288122,140.555946
白沢,40.338103,140.591657
陣場,40.398864,140.607523
津軽湯の沢,40.441879,140.632055
碇ケ関,40.478988,140.622443
長峰,40.516072,140.603069
大鰐温泉,40.52154,140.566914
石川,40.556021,140.530951
弘前,40.599723,140.485016
撫牛子,40.621298,140.497616
川部,40.646862,140.521376
北常盤,40.67053,140.54359
浪岡,40.71021,140.580664
大釈迦,40.756736,140.587776
鶴ケ坂,40.791228,140.634878
津軽新城,40.828022,140.672025
新青森,40.8275,140.693472
青森,40.828668,140.734738
野辺地,40.855142,141.119603
北野辺地,40.871077,141.134115
有戸,40.913949,141.189264
吹越,41.022038,141.246552
陸奥横浜,41.086544,141.249757
有畑,41.131818,141.276421
近川,41.191687,141.279021
金谷沢,41.228854,141.248432
赤川,41.267829,141.209339
下北,41.28288,141.18989
大湊,41.280344,141.161772
東能代,40.191579,140.065746
能代,40.206577,140.033084
向能代,40.225669,140.039111
北能代,40.254138,140.033835
鳥形,40.271433,140.036931
沢目,40.295929,140.037824
東八森,40.332086,140.032462
八森,40.37135,140.017882
滝ノ間,40.379967,140.00221
あきた白神,40.386583,139.987793
岩館,40.406241,139.966258
大間越,40.492407,139.950062
白神岳登山口,40.513551,139.950318
松神,40.534902,139.946556
十二湖,40.551539,139.941986
陸奥岩崎,40.583333,139.924183
陸奥沢辺,40.586175,139.894991
ウェスパ椿山,40.592913,139.871157
艫作,40.608534,139.864856
横磯,40.629891,139.89091
深浦,40.650239,139.929372
広戸,40.67434,139.955586
追良瀬,40.686114,139.970298
驫木,40.707218,139.982954
風合瀬,40.731826,139.99432
大戸瀬,40.759325,140.033596
千畳敷,40.767769,140.054832
北金ケ沢,40.745995,140.095052
陸奥柳田,40.740616,140.123243
陸奥赤石,40.76156,140.162057
鰺ケ沢,40.775255,140.220589
鳴沢,40.782189,140.267617
越水,40.787258,140.298628
陸奥森田,40.781738,140.339033
中田,40.787424,140.364505
木造,40.802482,140.387775
五所川原,40.809124,140.44776
陸奥鶴田,40.757544,140.435276
鶴泊,40.736026,140.437616
板柳,40.69726,140.461785
林崎,40.675355,140.480401
藤崎,40.654047,140.499531
川部,40.646862,140.521376
青森,40.828668,140.734738
油川,40.857035,140.690476
津軽宮田,40.887184,140.674579
奥内,40.903044,140.672382
左堰,40.917214,140.665929
後潟,40.931519,140.662734
中沢,40.949044,140.656244
蓬田,40.969042,140.654533
郷沢,40.987682,140.652399
瀬辺地,41.007869,140.648179
蟹田,41.038274,140.642565
中小国,41.051702,140.596798
大平,41.065866,140.559375
津軽二股,41.145937,140.514231
大川平,41.163204,140.507592
今別,41.179741,140.490448
津軽浜名,41.180521,140.47185
三厩,41.185404,140.444482
八戸,40.5092,141.431499
長苗代,40.52146,141.465907
本八戸,40.516286,141.488762
小中野,40.518767,141.510032
陸奥湊,40.52335,141.527652
白銀,40.522031,141.541648
鮫,40.530244,141.554891
プレイピア白浜,40.524448,141.581528
陸奥白浜,40.516636,141.592299
種差海岸,40.506951,141.607367
大久喜,40.495135,141.622958
金浜,40.475994,141.637366
大蛇,40.467251,141.650773
階上,40.456834,141.664958
角の浜,40.444478,141.681773
平内,40.42552,141.699272
種市,40.410384,141.715232
玉川,40.380424,141.735117
宿戸,40.366129,141.746683
陸中八木,40.345485,141.766517
有家,40.324007,141.773031
陸中中野,40.305165,141.787768
侍浜,40.261375,141.760575
陸中夏井,40.207747,141.791906
久慈,40.190391,141.770891
茂市,39.620619,141.799288
岩手刈屋,39.642688,141.759296
中里,39.661836,141.736067
岩手和井内,39.679905,141.715705
押角,39.724029,141.693181
岩手大川,39.800208,141.671909
浅内,39.819482,141.727016
二升石,39.836739,141.745741
岩泉,39.845044,141.786446
一ノ関,38.926514,141.138177
真滝,38.908239,141.17793
陸中門崎,38.916908,141.251226
岩ノ下,38.947699,141.245342
陸中松川,38.977237,141.238046
猊鼻渓,38.988939,141.25327
柴宿,38.996719,141.272312
摺沢,38.99593,141.32146
千厩,38.924873,141.34563
小梨,38.932493,141.38418
矢越,38.935224,141.429029
折壁,38.939428,141.452346
新月,38.915598,141.488796
気仙沼,38.910031,141.558893
鹿折唐桑,38.915555,141.579457
上鹿折,38.960661,141.568232
陸前矢作,39.022554,141.579357
竹駒,39.033651,141.609729
陸前高田,39.013021,141.625332
脇ノ沢,39.006584,141.657359
小友,38.989242,141.699573
細浦,39.015973,141.713642
下船渡,39.038362,141.721222
大船渡,39.063529,141.720807
盛,39.086372,141.710734
花巻,39.393182,141.110458
似内,39.406819,141.140889
新花巻,39.405839,141.17302
小山田,39.4086,141.193999
土沢,39.383381,141.232488
晴山,39.366617,141.257892
岩根橋,39.355264,141.318795
宮守,39.351066,141.350271
柏木平,39.30606,141.379862
鱒沢,39.300158,141.399252
荒谷前,39.309928,141.428507
岩手二日町,39.323441,141.45606
綾織,39.328422,141.476845
遠野,39.332529,141.53072
青笹,39.311482,141.568957
岩手上郷,39.284658,141.585834
平倉,39.264682,141.595661
足ケ瀬,39.254766,141.645807
上有住,39.242013,141.681522
陸中大橋,39.280451,141.718436
洞泉,39.250671,141.760388
松倉,39.256458,141.801484
小佐野,39.264464,141.836515
釜石,39.273321,141.87267
北上,39.281196,141.121221
柳原,39.294597,141.111671
江釣子,39.298349,141.075749
藤根,39.301064,141.039571
立川目,39.307876,140.997144
横川目,39.309255,140.972143
岩沢,39.301016,140.931616
和賀仙人,39.308523,140.909485
ゆだ錦秋湖,39.295513,140.835343
ほっとゆだ,39.314493,140.775647
ゆだ高原,39.301074,140.737205
黒沢,39.276243,140.699619
小松川,39.293403,140.646094
平石,39.291678,140.628457
相野々,39.27805,140.619067
矢美津,39.291283,140.592099
横手,39.310146,140.5604
盛岡,39.701547,141.136599
前潟,39.713028,141.101
大釜,39.711586,141.072202
小岩井,39.709731,141.02465
雫石,39.689244,140.974762
春木場,39.693396,140.943954
赤渕,39.685112,140.907222
田沢湖,39.700363,140.722139
刺巻,39.668563,140.69196
神代,39.622667,140.627358
生田,39.612065,140.601203
角館,39.591716,140.570988
鶯野,39.568536,140.557901
羽後長野,39.546003,140.540448
鑓見内,39.519323,140.527744
羽後四ツ屋,39.501511,140.511886
北大曲,39.48944,140.497966
大曲,39.465712,140.479628
好摩,39.874037,141.173685
東大更,39.902621,141.142537
大更,39.913746,141.100808
平館,39.950886,141.08531
北森,39.956694,141.071889
松尾八幡平,39.969241,141.043903
安比高原,40.012587,140.997239
赤坂田,40.048464,141.00394
小屋の畑,40.076539,141.020673
荒屋新町,40.097682,141.049196
横間,40.107475,141.027151
田山,40.139674,140.944126
兄畑,40.115869,140.88302
湯瀬温泉,40.122384,140.840292
八幡平,40.142881,140.804496
陸中大里,40.158574,140.793477
鹿角花輪,40.188453,140.785088
柴平,40.230751,140.787941
十和田南,40.256069,140.770716
末広,40.229788,140.737251
土深井,40.222452,140.713142
沢尻,40.230342,140.693288
十二所,40.21429,140.668211
大滝温泉,40.209751,140.639625
扇田,40.229235,140.572472
東大館,40.266005,140.554745
大館,40.288122,140.555946
盛岡,39.701547,141.136599
上盛岡,39.71146,141.147937
山岸,39.71596,141.171401
上米内,39.743855,141.203825
大志田,39.741806,141.280843
浅岸,39.711208,141.339147
区界,39.65177,141.351352
松草,39.635918,141.437421
平津戸,39.623408,141.511222
川内,39.640744,141.597548
箱石,39.617115,141.625829
陸中川井,39.597397,141.68153
腹帯,39.604539,141.767434
茂市,39.620619,141.799288
蟇目,39.629341,141.838876
花原市,39.630233,141.861308
千徳,39.632251,141.9124
宮古,39.640287,141.946454
磯鶏,39.629883,141.960984
津軽石,39.581507,141.937594
豊間根,39.534274,141.924739
陸中山田,39.463449,141.951533
織笠,39.447187,141.959497
岩手船越,39.431369,141.974033
浪板海岸,39.383537,141.935104
吉里吉里,39.36957,141.938648
大槌,39.356734,141.902894
鵜住居,39.32694,141.887976
両石,39.308062,141.889112
釜石,39.273321,141.87267
新津,37.800383,139.121445
京ケ瀬,37.817616,139.178322
水原,37.836712,139.217237
神山,37.862586,139.244691
月岡,37.889334,139.272488
中浦,37.912202,139.302689
新発田,37.94412,139.335189
加治,37.976411,139.358535
金塚,38.020178,139.37949
中条,38.049342,139.397541
平木田,38.094338,139.427835
坂町,38.119277,139.445838
平林,38.150027,139.459045
岩船町,38.183564,139.459643
村上,38.219851,139.463306
間島,38.273078,139.450229
越後早川,38.316185,139.449887
桑川,38.375162,139.458838
今川,38.410081,139.468389
越後寒川,38.448689,139.489948
勝木,38.490315,139.517468
府屋,38.513324,139.530452
鼠ケ関,38.555433,139.548827
小岩川,38.590399,139.56583
あつみ温泉,38.624217,139.587955
五十川,38.670658,139.616182
小波渡,38.692484,139.649836
三瀬,38.699448,139.673643
羽前水沢,38.713444,139.731372
羽前大山,38.742155,139.768194
鶴岡,38.74011,139.83538
藤島,38.768646,139.894087
西袋,38.811528,139.907754
余目,38.844321,139.911348
北余目,38.867538,139.908074
砂越,38.895195,139.907345
東酒田,38.907518,139.875495
酒田,38.922194,139.845987
本楯,38.968648,139.882081
南鳥海,38.98736,139.898662
遊佐,39.015943,139.905161
吹浦,39.069934,139.878762
女鹿,39.098807,139.880963
小砂川,39.137507,139.885692
上浜,39.164738,139.902823
象潟,39.2078,139.902205
金浦,39.256183,139.920662
仁賀保,39.28979,139.964596
西目,39.347536,140.018518
羽後本荘,39.386877,140.057632
羽後岩谷,39.442075,140.0906
折渡,39.476423,140.091097
羽後亀田,39.493884,140.063032
岩城みなと,39.545487,140.055122
道川,39.56054,140.057049
下浜,39.619678,140.064567
桂根,39.647566,140.066482
新屋,39.677493,140.087799
羽後牛島,39.695834,140.116467
秋田,39.716748,140.129931
追分,39.809925,140.05781
出戸浜,39.844473,140.024374
上二田,39.869089,140.00409
二田,39.88174,139.987171
天王,39.898782,139.963609
船越,39.90473,139.946804
脇本,39.915172,139.902657
羽立,39.904569,139.86205
男鹿,39.884571,139.848647
福島,37.754123,140.45968
笹木野,37.765926,140.425985
庭坂,37.771537,140.389847
赤岩,37.80567,140.335545
板谷,37.811627,140.268815
峠,37.811935,140.236041
大沢,37.839775,140.19801
関根,37.864592,140.146284
米沢,37.909478,140.128209
置賜,37.954093,140.142496
高畠,37.992314,140.15281
赤湯,38.047081,140.148978
中川,38.093349,140.203553
羽前中山,38.124158,140.218318
かみのやま温泉,38.152259,140.27867
茂吉記念館前,38.171249,140.298167
蔵王,38.20592,140.303299
山形,38.248098,140.327253
北山形,38.265902,140.332658
羽前千歳,38.287313,140.342168
南出羽,38.302834,140.344692
漆山,38.314477,140.347661
高擶,38.330726,140.358832
天童南,38.342489,140.365853
天童,38.35989,140.369303
乱川,38.386554,140.374663
神町,38.412276,140.378389
さくらんぼ東根,38.42806,140.380677
東根,38.450863,140.384035
村山,38.477078,140.386399
袖崎,38.548259,140.391295
大石田,38.595916,140.375349
北大石田,38.629487,140.371234
芦沢,38.655258,140.361016
舟形,38.691583,140.316157
新庄,38.76256,140.306064
仙台,38.260027,140.882158
東照宮,38.277262,140.88682
北仙台,38.281594,140.869885
北山,38.285154,140.851876
東北福祉大前,38.280468,140.842683
国見,38.274783,140.8335
葛岡,38.268816,140.818583
陸前落合,38.273379,140.789896
愛子,38.272661,140.761517
陸前白沢,38.278117,140.702333
熊ケ根,38.297947,140.680633
西仙台ハイランド,38.304188,140.665373
作並,38.317738,140.632467
八ツ森,38.309041,140.615497
奥新川,38.325953,140.594329
面白山高原,38.333071,140.49712
山寺,38.309561,140.434773
高瀬,38.301677,140.396074
楯山,38.301632,140.370598
羽前千歳,38.287313,140.342168
北山形,38.265902,140.332658
山形,38.248098,140.327253
山形,38.248098,140.327253
北山形,38.265902,140.332658
東金井,38.277058,140.302666
